Date, Time, Server Name, Alarm Key, Alarm Name, Launched by, Alarm Status, Alarm Group, General Text Message, Display Message 1, Display Message 2, Alarm Reference, Executed Time, Name, Phone Number, Phone Type, Call Status
13.01.2022, 08:41:03, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DFD78B
13.01.2022, 08:41:01, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD789
13.01.2022, 08:40:36, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DFD771
13.01.2022, 08:40:34, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD76E
13.01.2022, 08:40:26, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DFD767
13.01.2022, 08:40:25, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD765
13.01.2022, 08:39:48, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DFD742
13.01.2022, 08:38:47, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD703
13.01.2022, 08:37:33, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD6B8
13.01.2022, 08:35:07, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD627
13.01.2022, 08:34:49, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD614
13.01.2022, 08:28:28, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD498
13.01.2022, 08:28:18, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD48F
13.01.2022, 08:28:16, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD48D
13.01.2022, 08:26:14, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD412
13.01.2022, 08:25:40, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD3F0
13.01.2022, 08:25:36, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFD3EC
13.01.2022, 08:04:51, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DFCF11
13.01.2022, 08:04:35, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFCEFF
13.01.2022, 08:04:34, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFCEFC
13.01.2022, 08:04:30, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFCEFA
13.01.2022, 08:01:07, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DFCE31
13.01.2022, 07:57:14, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFCD47
13.01.2022, 07:57:10, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFCD42
13.01.2022, 07:55:21, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DFCCD8
13.01.2022, 07:50:52, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFCBC8
13.01.2022, 07:43:36, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFCA14
13.01.2022, 07:43:30, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFCA0E
13.01.2022, 07:43:25, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFCA09
13.01.2022, 07:34:14, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DFC7E4
13.01.2022, 07:33:44, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DFC7C6
13.01.2022, 07:33:10, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DFC7A4
13.01.2022, 07:32:36, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DFC77F
13.01.2022, 07:32:35, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFC780
13.01.2022, 07:32:31, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFC77B
13.01.2022, 07:32:20, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFC770
13.01.2022, 07:32:17, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFC76D
13.01.2022, 07:32:11, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFC767
13.01.2022, 07:32:05, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFC762
13.01.2022, 07:31:59, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFC75B
13.01.2022, 07:31:56, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFC758
13.01.2022, 07:31:52, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DFC754
13.01.2022, 05:40:43, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DFAD41
13.01.2022, 02:46:43, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DF8481
13.01.2022, 02:45:53, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DF844F
13.01.2022, 02:44:53, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DF8412
12.01.2022, 23:01:57, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 61DF4FD3
12.01.2022, 21:49:16, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DF3ECA
12.01.2022, 21:46:43, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3E2F
12.01.2022, 21:46:30, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3E22
12.01.2022, 21:46:27, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3E1F
12.01.2022, 21:46:21, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3E19
12.01.2022, 21:33:16, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3B08
12.01.2022, 21:33:08, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3B01
12.01.2022, 21:08:59, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3557
12.01.2022, 21:08:55, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3553
12.01.2022, 21:08:52, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3550
12.01.2022, 21:08:50, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF354E
12.01.2022, 21:08:47, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF354B
12.01.2022, 21:08:43, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3547
12.01.2022, 21:08:38, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3542
12.01.2022, 21:08:24, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3534
12.01.2022, 21:08:18, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF352C
12.01.2022, 21:07:57, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3519
12.01.2022, 21:07:53, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3515
12.01.2022, 21:06:41, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF34CE
12.01.2022, 21:06:23, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DF34BD
12.01.2022, 21:06:13, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF34B1
12.01.2022, 21:06:06, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF34AA
12.01.2022, 21:00:45, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3369
12.01.2022, 21:00:30, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DF335C
12.01.2022, 21:00:29, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 61DF335B
12.01.2022, 21:00:25, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3354
12.01.2022, 21:00:25, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3355
12.01.2022, 21:00:20, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3350
12.01.2022, 20:59:51, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF3333
12.01.2022, 20:58:26, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF32DE
12.01.2022, 20:58:12, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF32D0
12.01.2022, 20:58:08, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF32CC
12.01.2022, 20:57:20, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF329C
12.01.2022, 20:19:59, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF29DC
12.01.2022, 20:19:52, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DF29D5
12.01.2022, 12:05:50, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DEB60A
11.01.2022, 18:48:09, MC-HOVSETER, 2057, Assistanse 146, 146, Canceled, 10 Hovseterhjemmet 1A, No message for alarm 2057, 146, 146, 61DDC2D2
11.01.2022, 18:48:06, MC-HOVSETER, 2014, Tilstede 146, 146, Canceled, Empty group, No message for alarm 2014, 146, 146, 61DDC2D1
11.01.2022, 18:48:05, MC-HOVSETER, 2057, Assistanse 146, 146, Canceled, 10 Hovseterhjemmet 1A, No message for alarm 2057, 146, 146, 61DDC2CE
11.01.2022, 18:48:03, MC-HOVSETER, 2014, Tilstede 146, 146, Canceled, Empty group, No message for alarm 2014, 146, 146, 61DDC2D0
11.01.2022, 18:48:02, MC-HOVSETER, 2057, Assistanse 146, 146, Canceled, 10 Hovseterhjemmet 1A, No message for alarm 2057, 146, 146, 61DDC2CB
11.01.2022, 18:47:59, MC-HOVSETER, 2014, Tilstede 146, 146, Canceled, Empty group, No message for alarm 2014, 146, 146, 61DDC2CD
11.01.2022, 18:47:59, MC-HOVSETER, 2057, Assistanse 146, 146, Done, 10 Hovseterhjemmet 1A, No message for alarm 2057, 146, 146, 61DDC2C9
11.01.2022, 18:47:55, MC-HOVSETER, 2014, Tilstede 146, 146, Canceled, Empty group, No message for alarm 2014, 146, 146, 61DDC2CA
11.01.2022, 18:47:53, MC-HOVSETER, 2014, Tilstede 146, 146, Canceled, Empty group, No message for alarm 2014, 146, 146, 61DDC2C8
11.01.2022, 09:26:12, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3F21
11.01.2022, 09:25:30, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3EF7
11.01.2022, 09:25:02, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3EDB
11.01.2022, 09:24:59, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3ED7
11.01.2022, 08:56:58, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3846
11.01.2022, 08:43:12, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD350C
11.01.2022, 08:42:37, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD34E8
11.01.2022, 08:40:24, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3464
11.01.2022, 08:40:15, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD345A
11.01.2022, 08:40:11, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3458
11.01.2022, 08:39:35, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3433
11.01.2022, 08:39:26, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD342A
11.01.2022, 08:38:50, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3406
11.01.2022, 08:38:40, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DD33FE
11.01.2022, 08:36:12, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DD3369
11.01.2022, 08:36:10, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3366
11.01.2022, 08:36:04, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3360
11.01.2022, 08:35:58, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD335A
11.01.2022, 08:35:56, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3358
11.01.2022, 08:35:54, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD3355
11.01.2022, 08:34:31, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DD32FD
11.01.2022, 08:33:06, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DD32A7
11.01.2022, 08:33:03, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DD32A5
11.01.2022, 08:32:59, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DD32A1
11.01.2022, 08:32:52, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61DD329B
11.01.2022, 08:32:36, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DD3291
