Date, Time, Server Name, Alarm Key, Alarm Name, Launched by, Alarm Status, Alarm Group, General Text Message, Display Message 1, Display Message 2, Alarm Reference, Executed Time, Name, Phone Number, Phone Type, Call Status
20.03.2022, 08:24:35, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6236D6AE
20.03.2022, 08:24:29, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6236D6AA
20.03.2022, 08:23:44, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6236D67B
20.03.2022, 08:22:22, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6236D629
20.03.2022, 08:22:14, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6236D624
20.03.2022, 07:20:41, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 6236C7B7
20.03.2022, 04:36:29, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 6236A13A
20.03.2022, 04:35:17, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 6236A0F3
20.03.2022, 04:35:10, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 6236A0DD
20.03.2022, 04:34:54, MC-HOVSETER, 5060, Detektor 1O4 ID: 23, 1O4  23  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6236A0D4
20.03.2022, 04:34:47, MC-HOVSETER, 5060, Detektor 1O4 ID: 23, 1O4  23  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6236A0CC
20.03.2022, 04:32:57, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 6236A058
20.03.2022, 04:32:35, MC-HOVSETER, 5133, Detektor 1O3 Avstilling, Alarm_on_success_5057, Done, 59 Avstilling 1O, 1O3;;;;;Sensor;;;6, 1O3;;;;;Sensor;;, 1O3;;;;;Sensor;;, 6236A050
20.03.2022, 04:31:51, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 6236A021
20.03.2022, 04:31:37, MC-HOVSETER, 5133, Detektor 1O3 Avstilling, Alarm_on_success_5057, Done, 59 Avstilling 1O, 1O3;;;;;Sensor;;;6, 1O3;;;;;Sensor;;, 1O3;;;;;Sensor;;, 6236A018
20.03.2022, 04:21:03, MC-HOVSETER, 5133, Detektor 1O3 Avstilling, Alarm_on_success_5057, Done, 59 Avstilling 1O, 1O3;;;;;Sensor;;;6, 1O3;;;;;Sensor;;, 1O3;;;;;Sensor;;, 62369D93
20.03.2022, 04:20:53, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62369D8E
20.03.2022, 04:20:01, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62369D5F
20.03.2022, 04:15:49, MC-HOVSETER, 5133, Detektor 1O3 Avstilling, Alarm_on_success_5057, Done, 59 Avstilling 1O, 1O3;;;;;Sensor;;;6, 1O3;;;;;Sensor;;, 1O3;;;;;Sensor;;, 62369C65
20.03.2022, 04:11:34, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62369B64
20.03.2022, 04:07:10, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62369A5D
20.03.2022, 04:06:04, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62369A1B
20.03.2022, 04:02:40, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 6236994F
20.03.2022, 04:01:31, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 6236990A
20.03.2022, 04:00:13, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 623698BD
20.03.2022, 03:58:47, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62369866
20.03.2022, 03:40:51, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 62369431
20.03.2022, 03:38:24, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 6236939E
20.03.2022, 03:36:58, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 62369348
20.03.2022, 03:35:48, MC-HOVSETER, 5078, Detektor 1O2 Avstilling, Alarm_on_success_5003, Done, 59 Avstilling 1O, 1O2;;;;;Sensor;;;6, 1O2;;;;;Sensor;;, 1O2;;;;;Sensor;;, 62369302
20.03.2022, 02:02:50, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62367D38
20.03.2022, 02:02:43, MC-HOVSETER, 5133, Detektor 1O3 Avstilling, Alarm_on_success_5057, Done, 59 Avstilling 1O, 1O3;;;;;Sensor;;;6, 1O3;;;;;Sensor;;, 1O3;;;;;Sensor;;, 62367D2E
20.03.2022, 02:02:26, MC-HOVSETER, 5133, Detektor 1O3 Avstilling, Alarm_on_success_5057, Done, 59 Avstilling 1O, 1O3;;;;;Sensor;;;6, 1O3;;;;;Sensor;;, 1O3;;;;;Sensor;;, 62367D21
20.03.2022, 02:01:27, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62367CE5
20.03.2022, 02:01:13, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62367CD4
20.03.2022, 02:01:01, MC-HOVSETER, 5133, Detektor 1O3 Avstilling, Alarm_on_success_5057, Done, 59 Avstilling 1O, 1O3;;;;;Sensor;;;6, 1O3;;;;;Sensor;;, 1O3;;;;;Sensor;;, 62367CCC
20.03.2022, 02:00:30, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62367CAC
20.03.2022, 01:59:34, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62367C74
20.03.2022, 01:59:12, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62367C5D
19.03.2022, 21:37:34, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62363F0A
19.03.2022, 21:37:27, MC-HOVSETER, 5003, Detektor 1O2 ID: 60, 1O2  60  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O2;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62363F03
19.03.2022, 21:37:15, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62363EF7
19.03.2022, 21:37:04, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62363EEE
19.03.2022, 20:17:53, MC-HOVSETER, 5060, Detektor 1O4 ID: 23, 1O4  23  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62362C5F
19.03.2022, 19:32:09, MC-HOVSETER, 2019, Borte 128, 128, Canceled, Empty group, No message for alarm 2019, 128, 128, 623621A8
19.03.2022, 19:32:08, MC-HOVSETER, 2005, Tilstede 128, 128, Canceled, Empty group, No message for alarm 2005, 128, 128, 623621A7
19.03.2022, 19:30:51, MC-HOVSETER, 2048, Assistanse 128, 128, Done, 10 Hovseterhjemmet 1A, No message for alarm 2048, 128, 128, 62362153
19.03.2022, 19:30:45, MC-HOVSETER, 2033, Anrop 128, 128, Done, 10 Hovseterhjemmet 1A, No message for alarm 2033, 128, 128, 6236214F
19.03.2022, 19:30:42, MC-HOVSETER, 2005, Tilstede 128, 128, Canceled, Empty group, No message for alarm 2005, 128, 128, 62362151
19.03.2022, 13:33:19, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6235CD8C
19.03.2022, 13:32:59, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6235CD77
19.03.2022, 13:32:59, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 6235CD79
19.03.2022, 11:07:44, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 6235AB6C
19.03.2022, 08:47:37, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62358A8F
19.03.2022, 08:47:23, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62358A88
19.03.2022, 08:47:07, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62358A78
19.03.2022, 08:46:50, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62358A64
19.03.2022, 07:59:15, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62357F41
19.03.2022, 07:58:59, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357F2F
19.03.2022, 07:58:52, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357F29
19.03.2022, 07:48:35, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357CBF
19.03.2022, 07:48:27, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357CB8
19.03.2022, 07:44:45, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357BD8
19.03.2022, 07:44:45, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357BD9
19.03.2022, 07:44:38, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357BD4
19.03.2022, 07:44:27, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357BC6
19.03.2022, 07:44:19, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357BC1
19.03.2022, 07:42:42, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357B5E
19.03.2022, 07:42:41, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357B5D
19.03.2022, 07:42:40, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357B5A
19.03.2022, 07:42:35, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357B57
19.03.2022, 07:42:24, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357B4C
19.03.2022, 07:42:18, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357B47
19.03.2022, 07:40:35, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357ADF
19.03.2022, 07:40:26, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357AD6
19.03.2022, 07:40:23, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357AD3
19.03.2022, 07:40:17, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357ACF
19.03.2022, 07:39:37, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357AA5
19.03.2022, 07:39:30, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357A9F
19.03.2022, 07:39:26, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357A99
19.03.2022, 07:39:20, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357A95
19.03.2022, 07:39:18, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357A92
19.03.2022, 07:39:12, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357A8D
19.03.2022, 07:39:10, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357A8A
19.03.2022, 07:38:56, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357A7D
19.03.2022, 07:38:54, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357A7A
19.03.2022, 07:38:41, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357A6D
19.03.2022, 07:38:40, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357A6C
19.03.2022, 07:38:29, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357A62
19.03.2022, 07:38:28, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357A60
19.03.2022, 07:38:09, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357A4E
19.03.2022, 07:38:08, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357A4C
19.03.2022, 07:38:01, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357A46
19.03.2022, 07:37:52, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357A3C
19.03.2022, 07:37:46, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357A37
19.03.2022, 07:37:44, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357A34
19.03.2022, 07:37:29, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357A25
19.03.2022, 07:37:29, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Canceled, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357A27
19.03.2022, 07:37:20, MC-HOVSETER, 5057, Detektor 1O3 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 62357A1D
19.03.2022, 07:37:18, MC-HOVSETER, 5002, Detektor 1O1 ID: 209, 1O1  209  DCT, Escalated & Done, 10 Hovseterhjemmet 1A, 1O1;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 62357A1A
19.03.2022, 05:46:02, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62356008
19.03.2022, 05:45:48, MC-HOVSETER, 5133, Detektor 1O3 Avstilling, Alarm_on_success_5057, Done, 59 Avstilling 1O, 1O3;;;;;Sensor;;;6, 1O3;;;;;Sensor;;, 1O3;;;;;Sensor;;, 62355FFB
19.03.2022, 05:28:14, MC-HOVSETER, 5126, Detektor 101 Avstilling, Alarm_on_success_5002, Done, 59 Avstilling 1O, 1O1;;;;;Sensor;;;6, 1O1;;;;;Sensor;;, 1O1;;;;;Sensor;;, 62355BDC
19.03.2022, 05:28:14, MC-HOVSETER, 5133, Detektor 1O3 Avstilling, Alarm_on_success_5057, Done, 59 Avstilling 1O, 1O3;;;;;Sensor;;;6, 1O3;;;;;Sensor;;, 1O3;;;;;Sensor;;, 62355BDD
19.03.2022, 04:19:44, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62354BCF
19.03.2022, 04:09:18, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 6235495D
19.03.2022, 04:08:32, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62354930
19.03.2022, 04:06:02, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 6235489A
19.03.2022, 04:04:33, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62354840
19.03.2022, 04:04:24, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62354833
19.03.2022, 04:02:41, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 623547D0
19.03.2022, 04:00:09, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62354738
19.03.2022, 03:59:11, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 623546FF
19.03.2022, 03:57:22, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62354691
19.03.2022, 03:56:15, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 6235464E
19.03.2022, 03:55:17, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62354615
19.03.2022, 03:51:04, MC-HOVSETER, 5137, Detektor 1O4 Avstilling, Alarm_on_success_5060, Done, 59 Avstilling 1O, 1O4;;;;;Sensor;;;6, 1O4;;;;;Sensor;;, 1O4;;;;;Sensor;;, 62354518
