Date, Time, Server Name, Alarm Key, Alarm Name, Launched by, Alarm Status, Alarm Group, General Text Message, Display Message 1, Display Message 2, Alarm Reference, Executed Time, Name, Phone Number, Phone Type, Call Status
09.01.2022, 02:23:03, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA38F1
09.01.2022, 01:57:50, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA32FD
09.01.2022, 01:57:45, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA32FF
09.01.2022, 01:55:36, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA3285
09.01.2022, 01:54:18, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA3237
09.01.2022, 01:53:16, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA31FA
09.01.2022, 01:50:51, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA3169
09.01.2022, 01:49:56, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA312B
09.01.2022, 00:27:22, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA1DD0
09.01.2022, 00:27:18, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA1DCC
09.01.2022, 00:27:10, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA1DC0
09.01.2022, 00:25:22, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA1D60
09.01.2022, 00:23:31, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA1CF1
09.01.2022, 00:22:06, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA1C9C
09.01.2022, 00:17:02, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA1B6C
09.01.2022, 00:16:16, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA1B3E
09.01.2022, 00:14:34, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA1AD8
09.01.2022, 00:13:07, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA1A81
09.01.2022, 00:10:52, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA19F2
09.01.2022, 00:10:51, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA19F1
09.01.2022, 00:10:51, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA19F0
09.01.2022, 00:10:45, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA19EA
09.01.2022, 00:10:44, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA19E8
09.01.2022, 00:10:44, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA19E9
09.01.2022, 00:09:05, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA1987
09.01.2022, 00:06:59, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA1908
09.01.2022, 00:06:59, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA1909
09.01.2022, 00:06:56, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA1905
09.01.2022, 00:06:52, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA1900
09.01.2022, 00:03:52, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA1856
09.01.2022, 00:02:26, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA17F6
09.01.2022, 00:02:25, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA17F5
09.01.2022, 00:02:23, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA17F4
08.01.2022, 23:57:28, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA16C6
08.01.2022, 23:55:45, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA166F
08.01.2022, 23:54:22, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA161C
08.01.2022, 23:45:37, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA140F
08.01.2022, 23:44:54, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA13DD
08.01.2022, 23:28:29, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA100B
08.01.2022, 23:27:41, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA0FDB
08.01.2022, 23:24:58, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA0F37
08.01.2022, 23:24:03, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA0EF9
08.01.2022, 23:24:03, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA0EF8
08.01.2022, 23:24:03, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA0EF7
08.01.2022, 23:23:56, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA0EF1
08.01.2022, 23:23:56, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA0EF0
08.01.2022, 23:23:56, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA0EF2
08.01.2022, 23:23:38, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA0EDD
08.01.2022, 23:23:37, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA0EDE
08.01.2022, 23:23:34, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA0EDB
08.01.2022, 23:23:31, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61DA0ED8
08.01.2022, 23:22:56, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA0EB9
08.01.2022, 23:21:44, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA0E76
08.01.2022, 23:18:56, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA0DCE
08.01.2022, 23:15:08, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA0CEA
08.01.2022, 23:13:48, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA0C9A
08.01.2022, 22:51:22, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61DA0758
08.01.2022, 22:47:50, MC-HOVSETER, 5098, Detektor 1H4 Avstilling, Alarm_on_success_5023, Done, 61 Avstilling 1H, 4O1;;;;;Sensor;;;6, 4O1;;;;;Sensor;;, 4O1;;;;;Sensor;;, 61DA0684
08.01.2022, 21:45:44, MC-HOVSETER, 5101, Detektor 1H3 Avstilling, Alarm_on_success_5028, Done, 61 Avstilling 1H, 4B2;;;;;Sensor;;;6, 4B2;;;;;Sensor;;, 4B2;;;;;Sensor;;, 61D9F7F6
08.01.2022, 21:44:57, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9F7C5
08.01.2022, 21:44:49, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9F7BD
08.01.2022, 20:27:16, MC-HOVSETER, 5098, Detektor 1H4 Avstilling, Alarm_on_success_5023, Done, 61 Avstilling 1H, 4O1;;;;;Sensor;;;6, 4O1;;;;;Sensor;;, 4O1;;;;;Sensor;;, 61D9E592
08.01.2022, 20:27:14, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9E58B
08.01.2022, 20:27:13, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9E585
08.01.2022, 20:27:11, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9E587
08.01.2022, 20:27:10, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9E58A
08.01.2022, 20:27:09, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9E584
08.01.2022, 20:27:06, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9E586
08.01.2022, 20:26:59, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9E57F
08.01.2022, 20:26:59, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9E57D
08.01.2022, 20:26:56, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9E57A
08.01.2022, 20:26:55, MC-HOVSETER, 5023, Detektor 1H4 ID: 111, 1H4  111  DCT, Done, 12 Hovseterhjemmet 1C, 1H4;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9E57B
08.01.2022, 11:53:00, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D96D08
08.01.2022, 11:14:14, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D963F2
08.01.2022, 11:14:11, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D963EF
08.01.2022, 11:14:07, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D963EB
08.01.2022, 11:11:39, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D96357
08.01.2022, 11:11:36, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D96354
08.01.2022, 11:11:32, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D96351
08.01.2022, 10:29:48, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D95983
08.01.2022, 10:29:44, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D95981
08.01.2022, 08:47:25, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94184
08.01.2022, 08:47:23, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61D94180
08.01.2022, 08:47:19, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, Terminal alarm event:, Terminal alarm e, Terminal alarm e, 61D9417C
08.01.2022, 08:47:18, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9417D
08.01.2022, 08:47:06, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94176
08.01.2022, 08:46:17, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94145
08.01.2022, 08:46:16, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94141
08.01.2022, 08:46:06, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94136
08.01.2022, 08:46:06, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9413A
08.01.2022, 08:46:02, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94133
08.01.2022, 08:45:58, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94132
08.01.2022, 08:45:45, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94122
08.01.2022, 08:45:33, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94119
08.01.2022, 08:45:33, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94114
08.01.2022, 08:45:29, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94115
08.01.2022, 08:45:16, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94108
08.01.2022, 08:45:12, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94104
08.01.2022, 08:45:04, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D940FC
08.01.2022, 08:44:59, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D940F7
08.01.2022, 08:44:47, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D940EB
08.01.2022, 08:42:35, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94067
08.01.2022, 08:42:28, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94060
08.01.2022, 08:42:27, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9405D
08.01.2022, 08:42:25, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9405B
08.01.2022, 08:42:24, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9405C
08.01.2022, 08:41:40, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94030
08.01.2022, 08:41:37, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D9402D
08.01.2022, 08:41:32, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D94028
08.01.2022, 08:39:23, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D93FA7
08.01.2022, 08:39:23, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D93FA6
08.01.2022, 08:39:00, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D93F91
08.01.2022, 08:35:47, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D93ECF
08.01.2022, 08:35:44, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Escalated & Done, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D93ECA
08.01.2022, 08:33:32, MC-HOVSETER, 5028, Detektor 1H3 ID: 146, 1H3  146  DCT, Canceled, 12 Hovseterhjemmet 1C, 1H3;;;;;Sensor;;;4, Terminal alarm e, Terminal alarm e, 61D93E47
